"PANTHER PREMIUM LOGISTICS, INC. - Master Revenue Details",

"Truck No","Deadhead Miles","EM Amount","EM Miles","EM Moves","FSC Revenue","Loaded Miles","Loads","Period","Revenue","Total Revenue",
"14334","5731","1156.3000","10400","19","7253.2600","43214","103","","37136.8800","44390.1400",
"13314","5152","845.1500","9676","22","7723.7000","45411","96","","36070.3900","43794.0900",
"14005","4339","447.1800","5584","14","6552.0200","39242","75","","31343.2900","37895.3100",
"14288","3255","1169.7200","8761","20","6097.1900","34428","64","","28659.4000","34756.5900",
"14314","3623","571.1200","6172","21","5628.2900","33095","60","","28637.0100","34265.3000",
"13416","3918","711.7100","6231","17","4955.0700","32222","73","","25280.0900","30235.1600",
"14271","4775","504.4100","6473","19","4776.4300","28641","79","","25123.1000","29899.5300",
"33351","1515","0.0000","168","1","1795.5000","8550","14","","13370.9500","15166.4500",
"13904","1193","176.8800","1675","4","1019.7500","6157","23","","5209.3000","6229.0500",


"Revenue Report for Truck: 14334",
"Pro No","Fiscal Date","Total $","Miles","Accessorial $","Canada $","Detention","Dead Head $","Layover $","Hand Load & Unload $","Tolls $","Bonus $","Stop Off $","Empty Move $","Other $","Linehaul $","FSC $",
"20180534185","5/22/2018","419","569","3","0","0","3","0","0","0","0","0","0","0","415","102",
"20180535435","5/24/2018","304","348","50","0","0","2","0","0","0","0","0","47","0","254","62",
"20180537924","5/30/2018","225","299","7","0","0","7","0","0","0","0","0","0","0","218","53",
"20180647024","6/12/2018","427","581","3","0","0","3","0","0","0","0","0","0","0","424","104",
"20180648271","6/14/2018","54","0","4","0","0","4","0","0","0","0","0","0","0","50","0",
"20180648665","6/14/2018","86","0","6","0","0","6","0","0","0","0","0","0","0","80","0",
"20180656507","6/27/2018","1177","1546","2","0","0","1","0","0","0","0","0","0","0","1174","278",
"20180658336","7/2/2018","336","0","286","0","135","1","150","0","0","0","0","0","0","50","0",
"20180759712","7/3/2018","742","753","170","0","93","1","75","0","0","0","0","0","0","572","135",
"20180760652","7/5/2018","593","744","27","0","0","7","0","0","0","0","0","20","0","565","133",
"20180761322","7/6/2018","414","266","212","0","0","12","0","0","0","0","0","0","200","202","47",
"20180772689","7/26/2018","186","181","54","0","0","4","0","0","0","50","0","0","0","132","32",
"20180773716","7/29/2018","556","435","225","90","0","22","75","0","3","0","0","35","0","330","78",
"20180875582","8/1/2018","317","373","34","0","0","0","0","0","0","0","0","34","0","283","67",
"20180876127","8/2/2018","447","589","0","0","0","0","0","0","0","0","0","0","0","447","106",
"20180878192","8/4/2018","351","435","20","0","0","12","0","0","0","0","0","8","0","330","78",
"20180878918","8/6/2018","657","786","59","0","0","9","0","0","0","50","0","0","0","597","141",
"20180879401","8/7/2018","517","576","79","0","0","4","0","0","0","0","0","0","75","437","103",
"20180880204","8/8/2018","694","707","157","0","0","46","0","0","0","100","0","11","0","537","127",
"20180881102","8/9/2018","763","722","214","90","7","7","0","0","5","105","0","0","0","548","129",
"20180881678","8/11/2018","357","336","101","0","0","26","75","0","0","0","0","0","0","255","60",
"20180883124","8/14/2018","687","650","193","0","0","12","0","0","31","150","0","0","0","494","117",
"20180884480","8/16/2018","377","147","265","0","0","4","0","0","3","0","0","0","257","111","26",
"20180885374","8/16/2018","521","413","207","90","0","67","0","0","0","50","0","0","0","313","74",
"20180887175","8/20/2018","634","739","72","0","0","7","0","0","0","0","0","65","0","561","133",
"20180889319","8/23/2018","280","268","76","0","0","1","75","0","0","0","0","0","0","203","48",
"20180890175","8/23/2018","382","489","10","0","0","10","0","0","0","0","0","0","0","371","88",
"20180891594","8/26/2018","340","171","210","0","0","10","75","0","0","0","0","0","125","129","30",
"20180892436","8/27/2018","343","442","7","0","0","7","0","0","0","0","0","0","0","335","79",
"20180892822","8/28/2018","554","659","53","0","0","3","0","0","0","50","0","0","0","500","118",
"20180996078","9/4/2018","289","288","70","0","0","27","0","0","0","0","0","43","0","218","51",
"20180997099","9/4/2018","201","260","3","0","0","3","0","0","0","0","0","0","0","197","46",
"20180997756","9/6/2018","708","925","5","0","0","5","0","0","0","0","0","0","0","703","166",


"Revenue Report for Truck: 13416",
"Pro No","Fiscal Date","Total $","Miles","Accessorial $","Canada $","Detention","Dead Head $","Layover $","Hand Load & Unload $","Tolls $","Bonus $","Stop Off $","Empty Move $","Other $","Linehaul $","FSC $",
"20180149772","1/2/2018","361","492","2","0","0","2","0","0","0","0","0","0","0","359","73",
"20180151537","1/4/2018","113","77","33","0","0","8","0","0","0","0","0","0","25","80","11",
"20180151905","1/5/2018","563","749","16","0","7","9","0","0","0","0","0","0","0","546","112",
"20180153535","1/8/2018","180","243","2","0","0","2","0","0","0","0","0","0","0","177","36",
"20180155185","1/11/2018","160","115","80","0","0","5","75","0","0","0","0","0","0","80","17",
"20180156652","1/15/2018","924","1231","26","0","0","25","0","0","0","0","0","0","0","898","184",
"20180156801","1/12/2018","224","292","11","0","0","7","0","0","4","0","0","0","0","213","43",
"20180160331","1/19/2018","784","921","112","0","0","0","75","0","2","0","0","35","0","672","147",
"20180161709","1/22/2018","405","431","91","0","0","15","0","0","0","75","0","0","0","314","68",
"20180162208","1/23/2018","426","553","22","0","0","22","0","0","0","0","0","0","0","403","88",
"20180166035","1/30/2018","235","290","23","0","0","23","0","0","0","0","0","0","0","211","46",
"20180268031","2/1/2018","239","182","106","0","0","1","0","0","0","0","0","105","0","132","29",
"20180269063","2/4/2018","371","437","52","0","11","16","0","0","0","25","0","0","0","319","69",
"20180302037","3/28/2018","373","448","46","0","0","3","0","0","0","0","0","43","0","327","67",
"20180303281","3/30/2018","55","1258","5","0","0","5","0","0","0","0","0","0","0","50","20",
"20180392349","3/14/2018","331","331","89","0","86","3","0","0","0","0","0","0","0","241","49",
"20180393003","3/15/2018","304","413","2","0","0","2","0","0","0","0","0","0","0","301","61",
"20180394498","3/17/2018","373","399","82","0","0","7","75","0","0","0","0","0","0","291","59",
"20180394789","3/19/2018","300","406","4","0","0","4","0","0","0","0","0","0","0","296","60",
"20180395389","3/20/2018","350","466","10","0","0","10","0","0","0","0","0","0","0","340","69",
"20180396568","3/21/2018","338","451","9","0","0","9","0","0","0","0","0","0","0","329","67",
"20180397356","3/22/2018","287","276","86","0","0","11","0","0","0","75","0","0","0","201","41",
"20180398000","3/23/2018","373","405","78","0","0","3","75","0","0","0","0","0","0","295","60",
"20180402804","4/2/2018","304","303","83","0","0","8","75","0","0","0","0","0","0","221","45",
"20180404465","4/3/2018","1213","1656","4","0","0","4","0","0","0","0","0","0","0","1208","264",
"20180406183","4/5/2018","817","1118","1","0","0","1","0","0","0","0","0","0","0","816","178",
"20180407144","4/7/2018","295","283","89","0","0","14","75","0","0","0","0","0","0","206","45",
"20180408307","4/9/2018","242","311","15","0","0","15","0","0","0","0","0","0","0","227","49",
"20180408975","4/10/2018","362","487","7","0","0","7","0","0","0","0","0","0","0","355","77",
"20180415205","4/20/2018","589","684","90","0","0","10","0","0","0","0","25","55","0","499","109",
"20180415884","4/21/2018","690","832","83","0","0","8","75","0","0","0","0","0","0","607","133",
"20180418274","4/25/2018","507","546","108","90","0","6","0","0","11","0","0","0","0","398","87",
"20180530747","5/17/2018","417","563","6","0","0","6","0","0","0","0","0","0","0","410","101",
"20180531514","5/18/2018","468","600","30","0","0","30","0","0","0","0","0","0","0","438","108",
"20180533089","5/21/2018","151","207","0","0","0","0","0","0","0","0","0","0","0","151","37",
"20180533431","5/22/2018","89","73","9","0","0","9","0","0","0","0","0","0","0","80","13",
"20180533701","5/23/2018","80","0","0","0","0","0","0","0","0","0","0","0","0","80","0",
"20180534839","5/23/2018","307","421","0","0","0","0","0","0","0","0","0","0","0","307","75",
"20180535110","5/24/2018","82","111","1","0","0","1","0","0","0","0","0","0","0","81","19",
"20180535714","5/24/2018","575","692","70","0","0","11","0","0","0","58","0","0","0","505","124",
"20180538246","5/30/2018","129","658","79","0","0","5","0","0","0","0","0","74","0","50","0",
"20180538888","5/31/2018","154","203","6","0","0","6","0","0","0","0","0","0","0","148","36",
"20180641550","6/5/2018","260","337","14","0","0","14","0","0","0","0","0","0","0","246","60",
"20180643831","6/7/2018","364","496","2","0","0","2","0","0","0","0","0","0","0","362","89",
"20180645537","6/11/2018","421","491","63","0","0","13","0","0","0","50","0","0","0","358","88",
"20180648931","6/15/2018","345","438","26","0","0","0","0","0","0","0","0","26","0","319","78",
"20180649690","6/15/2018","82","13","2","0","0","2","0","0","0","0","0","0","0","80","2",
"20180774333","7/30/2018","87","113","1","0","0","0","0","0","1","0","0","0","0","85","20",
"20180774356","7/31/2018","210","248","22","0","0","22","0","0","0","0","0","0","0","188","44",
"20180861559","8/12/2018","676","757","100","0","0","25","0","0","0","0","0","0","75","575","136",
"20180875336","8/1/2018","51","290","1","0","0","1","0","0","0","0","0","0","0","50","0",
"20180875779","8/1/2018","233","300","5","0","0","5","0","0","0","0","0","0","0","228","54",
"20180876973","8/2/2018","132","171","3","0","0","3","0","0","0","0","0","0","0","129","30",
"20180877335","8/5/2018","214","130","115","0","37","2","75","0","0","0","0","0","0","98","23",
"20180879046","8/7/2018","122","150","8","0","0","4","0","0","4","0","0","0","0","114","27",
"20180879421","8/7/2018","85","71","5","0","0","2","0","0","2","0","0","0","0","80","12",
"20180879703","8/8/2018","276","353","8","0","0","8","0","0","0","0","0","0","0","268","63",
"20180880671","8/9/2018","268","339","11","0","0","11","0","0","0","0","0","0","0","257","61",
"20180881460","8/10/2018","89","0","9","0","0","9","0","0","0","0","0","0","0","80","0",
"20180882782","8/13/2018","189","241","6","0","0","2","0","0","3","0","0","0","0","183","43",
"20180885488","8/22/2018","356","454","11","0","0","11","0","0","0","0","0","0","0","345","81",
"20180887135","8/19/2018","527","549","110","0","0","15","75","0","0","0","0","19","0","417","98",
"20180887235","8/20/2018","367","462","16","0","0","12","0","0","4","0","0","0","0","351","83",
"20180889674","8/23/2018","124","161","2","0","0","2","0","0","0","0","0","0","0","122","28",
"20180890030","8/24/2018","338","421","18","0","0","18","0","0","0","0","0","0","0","319","75",
"20180890208","8/23/2018","368","478","4","0","0","1","0","0","3","0","0","0","0","363","86",
"20180891907","8/27/2018","260","323","15","0","0","3","0","0","0","0","0","11","0","245","58",
"20180904263","9/13/2018","1657","2097","64","0","0","0","0","0","10","0","0","53","0","1593","377",
"20180907077","9/18/2018","717","943","0","0","0","0","0","0","0","0","0","0","0","716","169",
"20180993861","9/1/2018","64","0","14","0","0","14","0","0","0","0","0","0","0","50","0",
"20180996355","9/1/2018","272","336","16","0","0","16","0","0","0","0","0","0","0","255","60",
"20180996553","9/4/2018","422","446","83","0","0","0","0","0","0","0","0","0","83","338","0",
"20180997884","9/7/2018","125","0","75","0","0","0","75","0","0","0","0","0","0","50","0",


"Revenue Report for Truck: 14271",
"Pro No","Fiscal Date","Total $","Miles","Accessorial $","Canada $","Detention","Dead Head $","Layover $","Hand Load & Unload $","Tolls $","Bonus $","Stop Off $","Empty Move $","Other $","Linehaul $","FSC $",
"20180149366","1/2/2018","424","493","64","0","0","2","0","0","1","0","0","60","0","359","73",
"20180150636","1/3/2018","222","260","33","0","0","9","0","0","0","0","0","23","0","189","39",
"20180151074","1/4/2018","292","368","24","0","0","15","0","0","0","0","0","8","0","268","55",
"20180152595","1/6/2018","374","467","34","0","0","8","0","0","0","0","0","25","0","340","70",
"20180153701","1/9/2018","252","328","13","0","0","13","0","0","0","0","0","0","0","239","49",
"20180162433","1/23/2018","428","444","104","0","0","3","0","0","0","0","0","25","75","324","71",
"20180163105","1/25/2018","406","437","87","0","11","17","0","0","0","50","0","8","0","319","69",
"20180164257","1/26/2018","169","116","84","0","0","9","0","0","0","75","0","0","0","84","18",
"20180164528","1/29/2018","268","364","2","0","0","2","0","0","0","0","0","0","0","265","58",
"20180164567","1/26/2018","106","70","26","0","0","1","0","0","0","25","0","0","0","80","11",
"20180165008","1/26/2018","408","341","159","0","0","9","150","0","0","0","0","0","0","248","54",
"20180167043","1/31/2018","202","209","49","0","0","6","0","0","0","25","0","18","0","152","33",
"20180267379","2/1/2018","130","168","7","0","0","7","0","0","0","0","0","0","0","122","26",
"20180269408","2/5/2018","116","118","30","0","0","5","0","0","0","0","0","0","25","86","18",
"20180270207","2/6/2018","399","463","61","0","0","13","0","0","3","45","0","0","0","337","74",
"20180272331","2/9/2018","649","733","114","0","0","9","0","0","4","100","0","0","0","535","117",
"20180272998","2/11/2018","226","228","60","0","0","3","0","0","0","30","0","26","0","166","36",
"20180273669","2/12/2018","83","50","3","0","0","3","0","0","0","0","0","0","0","80","8",
"20180273843","2/13/2018","162","223","0","0","0","0","0","0","0","0","0","0","0","162","35",
"20180274853","2/15/2018","341","452","11","0","0","11","0","0","0","0","0","0","0","329","72",
"20180274908","2/14/2018","413","515","37","0","0","12","0","0","0","25","0","0","0","375","82",
"20180276685","2/16/2018","503","434","186","0","0","17","150","0","18","0","0","0","0","316","69",
"20180303370","3/30/2018","123","132","27","0","0","1","0","0","6","0","0","0","20","96","19",
"20180401524","4/3/2018","277","358","16","0","0","12","0","0","3","0","0","0","0","261","57",
"20180402718","4/2/2018","180","222","18","0","7","11","0","0","0","0","0","0","0","162","33",
"20180407054","4/6/2018","74","492","24","0","0","24","0","0","0","0","0","0","0","50","0",
"20180407529","4/6/2018","73","0","23","0","0","0","0","0","0","0","0","23","0","50","0",
"20180410637","4/12/2018","231","315","1","0","0","1","0","0","0","0","0","0","0","229","50",
"20180410725","4/13/2018","181","241","5","0","0","5","0","0","0","0","0","0","0","175","38",
"20180412097","4/16/2018","51","0","1","0","0","1","0","0","0","0","0","0","0","50","0",
"20180412578","4/17/2018","345","463","7","0","0","7","0","0","0","0","0","0","0","337","74",
"20180413513","4/18/2018","256","338","10","0","0","9","0","0","0","0","0","0","0","246","54",
"20180414246","4/19/2018","112","31","32","0","3","3","0","0","0","0","25","0","0","80","4",
"20180414921","4/20/2018","375","325","138","0","135","3","0","0","0","0","0","0","0","237","52",
"20180415646","4/23/2018","80","23","0","0","0","0","0","0","0","0","0","0","0","80","3",
"20180417036","4/24/2018","363","455","31","0","0","12","0","0","0","0","0","18","0","332","72",
"20180418278","4/25/2018","151","204","2","0","0","2","0","0","0","0","0","0","0","148","32",
"20180419521","4/28/2018","442","515","66","0","45","21","0","0","0","0","0","0","0","375","82",
"20180521595","5/1/2018","195","196","52","0","0","0","0","0","2","0","0","50","0","143","33",
"20180522019","5/2/2018","651","854","28","0","0","6","0","0","21","0","0","0","0","623","145",
"20180524192","5/4/2018","697","949","5","0","0","5","0","0","0","0","0","0","0","692","161",
"20180524747","5/7/2018","606","819","8","0","0","4","0","0","3","0","0","0","0","597","139",
"20180526534","5/9/2018","192","232","23","0","0","6","0","0","16","0","0","0","0","169","39",
"20180527097","5/10/2018","202","255","16","0","0","9","0","0","7","0","0","0","0","186","43",
"20180528344","5/11/2018","1213","1658","2","0","0","2","0","0","0","0","0","0","0","1210","281",
"20180529750","5/15/2018","818","1118","1","0","0","1","0","0","0","0","0","0","0","816","201",
"20180647185","6/13/2018","187","230","19","0","0","9","0","0","10","0","0","0","0","167","41",
"20180648616","6/14/2018","187","251","4","0","0","4","0","0","0","0","0","0","0","183","45",
"20180649190","6/16/2018","598","403","303","0","0","22","75","0","6","100","0","0","100","294","72",
"20180649356","6/15/2018","103","93","23","0","0","0","0","0","0","0","0","22","0","80","16",
"20180650879","6/19/2018","102","29","22","0","0","5","0","0","0","16","0","0","0","80","5",
"20180651273","6/19/2018","62","0","12","0","0","12","0","0","0","0","0","0","0","50","0",
"20180651642","6/20/2018","82","66","2","0","0","2","0","0","0","0","0","0","0","80","11",
"20180651918","6/20/2018","567","766","8","0","0","8","0","0","0","0","0","0","0","559","137",
"20180654308","6/22/2018","208","182","75","0","0","10","0","0","0","0","0","65","0","132","32",
"20180654539","6/23/2018","141","135","43","0","0","8","0","0","0","35","0","0","0","98","24",
"20180655275","6/25/2018","202","266","8","0","0","3","0","0","4","0","0","0","0","194","47",
"20180655385","6/26/2018","623","623","169","0","0","114","0","0","4","0","0","0","50","454","112",
"20180657035","6/28/2018","387","425","76","0","0","1","75","0","0","0","0","0","0","310","76",
"20180657919","6/29/2018","244","121","156","0","0","5","75","0","0","0","0","0","75","88","21",
"20180758932","7/2/2018","386","512","13","0","0","10","0","0","2","0","0","0","0","373","92",
"20180759423","7/3/2018","707","683","208","0","0","7","150","0","0","26","25","0","0","498","122",
"20180760250","7/5/2018","257","351","0","0","0","0","0","0","0","0","0","0","0","256","63",
"20180761396","7/6/2018","518","513","144","0","0","9","0","0","1","0","0","33","100","374","92",
"20180761504","7/8/2018","468","442","145","0","22","20","75","0","27","0","0","0","0","322","79",
"20180763256","7/11/2018","496","254","310","90","0","3","0","0","19","100","0","97","0","185","45",
"20180764272","7/12/2018","84","75","4","0","0","4","0","0","0","0","0","0","0","80","13",
"20180764819","7/13/2018","50","0","0","0","0","0","0","0","0","0","0","0","0","50","0",
"20180764989","7/13/2018","181","196","38","0","0","11","0","0","0","26","0","0","0","143","35",
"20180765523","7/15/2018","204","191","65","0","0","13","0","0","2","0","0","0","50","139","34",
"20180765918","7/16/2018","1720","2341","12","0","0","4","0","0","8","0","0","0","0","1708","421",
"20180768459","7/19/2018","493","536","101","0","0","1","0","0","0","0","0","0","100","391","96",
"20180904298","9/13/2018","169","224","5","0","0","3","0","0","2","0","0","0","0","163","40",
"20180905023","9/14/2018","89","95","9","0","0","3","0","0","5","0","0","0","0","80","17",
"20180905635","9/17/2018","303","293","89","0","3","5","0","0","3","75","0","0","2","213","52",
"20180907179","9/18/2018","136","184","1","0","0","1","0","0","0","0","0","0","0","134","33",
"20180908511","9/19/2018","95","124","4","0","0","4","0","0","0","0","0","0","0","90","22",
"20180908611","9/20/2018","240","303","19","0","0","19","0","0","0","0","0","0","0","221","54",
"20180998546","9/10/2018","334","258","145","0","0","12","75","0","0","0","0","55","2","188","46",


"Revenue Report for Truck: 33351",
"Pro No","Fiscal Date","Total $","Miles","Accessorial $","Canada $","Detention","Dead Head $","Layover $","Hand Load & Unload $","Tolls $","Bonus $","Stop Off $","Empty Move $","Other $","Linehaul $","FSC $",
"20180891003","8/24/2018","284","174","9","0","0","9","0","0","0","0","0","0","0","275","36",
"20180891086","8/27/2018","1201","465","596","130","0","110","0","0","7","349","0","0","0","604","97",
"20180891247","8/25/2018","813","531","122","0","0","122","0","0","0","0","0","0","0","690","111",
"20180891742","8/29/2018","1758","1353","0","0","0","0","0","0","0","0","0","0","0","1758","284",
"20180892235","8/28/2018","99","0","0","0","0","0","0","0","0","0","0","0","0","99","0",
"20180892766","8/30/2018","1040","799","2","0","0","0","0","0","2","0","0","0","0","1038","167",
"20180892828","8/28/2018","643","437","75","37","0","31","0","0","7","0","0","0","0","568","91",
"20180902241","9/11/2018","1129","855","18","0","0","15","0","0","2","0","0","0","0","1111","179",
"20180902656","9/12/2018","760","585","0","0","0","0","0","0","0","0","0","0","0","760","122",
"20180903900","9/13/2018","504","383","6","0","0","6","0","0","0","0","0","0","0","497","80",
"20180904131","9/14/2018","361","185","86","0","0","11","0","0","0","75","0","0","0","275","38",
"20180991841","9/4/2018","774","488","140","0","10","55","75","0","0","0","0","0","0","634","102",
"20180995185","9/10/2018","2392","1138","913","37","0","127","150","0","23","457","0","0","116","1479","238",
"20180997616","9/5/2018","1606","1157","102","0","0","0","0","0","101","0","0","0","0","1504","242",


"Revenue Report for Truck: 13904",
"Pro No","Fiscal Date","Total $","Miles","Accessorial $","Canada $","Detention","Dead Head $","Layover $","Hand Load & Unload $","Tolls $","Bonus $","Stop Off $","Empty Move $","Other $","Linehaul $","FSC $",
"20180150003","1/2/2018","80","76","0","0","0","0","0","0","0","0","0","0","0","80","11",
"20180150993","1/4/2018","166","224","2","0","0","2","0","0","0","0","0","0","0","163","33",
"20180151645","1/4/2018","309","422","1","0","0","1","0","0","0","0","0","0","0","308","63",
"20180152557","1/8/2018","303","297","86","0","0","8","0","0","3","75","0","0","0","216","44",
"20180155873","1/11/2018","87","58","7","0","0","7","0","0","0","0","0","0","0","80","8",
"20180156308","1/15/2018","364","476","16","0","0","16","0","0","0","0","0","0","0","347","71",
"20180157873","1/16/2018","548","736","11","0","0","11","0","0","0","0","0","0","0","537","117",
"20180158712","1/17/2018","100","123","10","0","0","10","0","0","0","0","0","0","0","89","19",
"20180159948","1/18/2018","336","447","10","0","0","6","0","0","3","0","0","0","0","326","71",
"20180160177","1/22/2018","86","149","6","0","0","6","0","0","0","0","0","0","0","80","23",
"20180160766","1/20/2018","50","0","0","0","0","0","0","0","0","0","0","0","0","50","0",
"20180516682","5/15/2018","276","358","14","0","0","11","0","0","3","0","0","0","0","261","64",
"20180525901","5/8/2018","184","246","4","0","0","4","0","0","0","0","0","0","0","179","41",
"20180525920","5/9/2018","346","452","16","0","0","16","0","0","0","0","0","0","0","329","76",
"20180527725","5/11/2018","214","270","17","0","0","17","0","0","0","0","0","0","0","197","45",
"20180528302","5/12/2018","394","314","165","0","0","12","150","0","3","0","0","0","0","229","53",
"20180530751","5/17/2018","229","285","21","0","7","13","0","0","0","0","0","0","0","208","51",
"20180532928","5/21/2018","155","177","25","0","0","9","0","0","0","0","0","16","0","129","31",
"20180533641","5/23/2018","52","0","2","0","0","2","0","0","0","0","0","0","0","50","0",
"20180535396","5/24/2018","83","8","3","0","0","3","0","0","0","0","0","0","0","80","1",
"20180535426","5/25/2018","463","532","75","0","0","0","75","0","0","0","0","0","0","388","95",
"20180538783","5/31/2018","197","270","0","0","0","0","0","0","0","0","0","0","0","197","48",
"20180539384","5/31/2018","180","237","7","0","0","7","0","0","0","0","0","0","0","173","42",
